poetry,fiction,correspondence/journal,essays,musings,reviews,viscera,pith,funny,tidbit,Text,date,collection,blog,poem,form,tone
x,,,,,,,,,,"degrees of torment
on a hot porch pining
the mud dauber's nest
is occupied
by a single aberration,
who fled the ward one summer day
 dodging bottle rockets
all the way to Abilene

the purple mountains do not rise here in the distance;
 the car is on blocks.
my careless drafts
and little yearning lies
are a mountain
with a fiery tether
hymnopteran

the earth is marked with stings
that will erupt someday
and block the light out
and harden the hearts of men
in tortured poses

Pliny wrote of this
from his boat
paddling in circles
the oars were the furry arms of
a lover
who could not understand
the degrees of torment 
which separated 
them from the object of their grasping

Pliny wrote of this,
of the fault in the seismic code
that pushes bodies away and away,
attenuating mass,
   glaciated [vulcanized], rigidified
to drift apiece
as bottles lacking messages

one wishes the other contained
a script to make one come again,
the wasp's enlivening sting
but such is not the case
nor will be on a hot porch pining
nor will be in the cool Pompeiian nights",20250702,,x,"degrees of torment
on a hot porch pining
the mud dauber's nest
is occupied
by a single aberration,
who fled the ward one summer day
 dodging bottle rockets
all the way to Abilene

the purple mountains do not rise here in the distance;
 the car is on blocks.
my careless drafts
and little yearning lies
are a mountain
with a fiery tether
hymnopteran

the earth is marked with stings
that will erupt someday
and block the light out
and harden the hearts of men
in tortured poses

Pliny wrote of this
from his boat
paddling in circles
the oars were the furry arms of
a lover
who could not understand
the degrees of torment 
which separated 
them from the object of their grasping

Pliny wrote of this,
of the fault in the seismic code
that pushes bodies away and away,
attenuating mass,
   glaciated, rigidified
to drift apiece
as bottles lacking messages

one wishes the other contained
a script to make one come again,
the wasp's enlivening sting
but such is not the case
nor will be on a hot porch pining
nor will be in the cool Pompeiian nights",freeverse,
,,,x,x,,,,,,"Uli rejects the face in favor of the countenance, which is pure and numeric. he calculates flight involuntarily at high frame rates.

 in this sense, he is like the lady who lives in boxes and transcribes her co-occurences with a symbolic system that sprouts fantastically.

normalfolk grant them a wide berth to avoid scratches in the mirror image of the world fucking itself. that is what porn is; a reflective skin and a mobile face with blemishes without blemishes.

Uli rejects the mobile face with blemishes without blemishes, preferring deep play at the code level, where a chiptune loops madly.

And: schizoaffective departures comport with the autism-console like dream-cartridges; and neither is porn and both are an erotic routine.",20250623,,x,,,
,,,,x,,,,,,"the soul is triune: desire (epithumia), spiritedness (thumos), and reason (logos). eros assembles the three components and directs them with utter fidelity toward the eventfulness of the other, severing habit and ego's consumptive imperative. this is political, communizing the tyranny of the same.",20250621,,x,,,
x,,,,,,,,,,"Ramanujans lost notebook was the source of some controversy
scholars tugged their collars
And declared it bunk preemptively
""Better off lost""

let's be charitable
how could they know
the sweetness of Laxmi's kiss
In the fitful night
Or the taste of Narasimha's blood, expressed mathematically.
How could they have anticipated
Or thought to pursue
The elliptic path that the comet takes
Through elements.

What clarity!
To commit the thoughts of God
To looseleaf sheaves
Eternity in a bounded function",20250617,,x,"Ramanujans lost notebook was the source of some controversy
scholars tugged their collars
And declared it bunk preemptively
""Better off lost""

let's be charitable
how could they know
the sweetness of Laxmi's kiss
In the fitful night
Or the taste of Narasimha's blood, expressed mathematically.
How could they have anticipated
Or thought to pursue
The elliptic path that the comet takes
Through elements.

What clarity!
To commit the thoughts of God
To looseleaf sheaves
Eternity in a bounded function",freeverse,
,,,,,,,x,x,,i used to eat chickenshit as a kid,20250617,,x,,,
x,,,,,,,,,,"people doing people things
in other people's places
singing other people's songs
from other people's races",20250617,,x,"people doing people things
in other people's places
singing other people's songs
from other people's races",rhyme,
,,,,,,,x,,,"one cannot be ""oneself"" as the self is a composite of other selves, which are composites of other selves. we presume a single point of origin which is false, there is only infinite proliferation",20250617,,x,,,
,,,,x,,,,,,"pop is a very ""content-less"" genre where the payload is more vibe than meaning (which is true of all music maybe, but of pop especially since it's ephemeral by definition).",20250611,,x,,,
,,,,x,,,,,,"

I suspect that as the technological barrier to cultural entry lowers, standards will change to insulate the market against the AI flood, and demand will shift toward media and experiences that AI can't supply. ",20250611,,x,,,
,,,,,,,x,,,"real insight takes the form of a story or analogy  (parable); advice or teaching in the abstract is worse than useless, it is actively harmful",20250608,,x,,,
,,,,,,x,,x,,a jury of your queers,20250607,,x,,,
,,,,,,,,,x,"autological words (""short"" is short), iconicity (""looooong""), iconic/performative use (whispering ""soft""), meta-linguistic demonstration (""repeat repeat"")",20250607,,x,,,
,,,,x,,,,,,"confession: i am a bit misogynistic. i resent female emotion. how they can feel so deeply and hope so insistently in the face of life's banality and indifference? it seems like naivete or straight-up retardation, but maybe they have biological access to a knowledge or a sprit that men do not. that has to be the case.",20250606,,x,,,
,,,,x,,x,,,,"dystopian future where AI is paywalled, everyone gets chipped and neurolinked at birth, with a governor on processing. the wealthy can upgrade their capacities, unlock the latest models.  Pay-to-think. Not so far-fetched.",20250605,,x,,,
,,,,,x,x,,,,"hey QT - the spatialized ""I"" addressing the body",20250605,,x,,,
,,,,,,,x,,,just say a bunch of shit. maybe some of it will be true.,20250605,,x,,,
,,,,x,,,,,,"laziness is necessary for virtue. the lazy man has the luxury of time and boredom, which are the bedrock of a good nature. the driven man, ambitious man, productive man can be virtuous only by accident, should the good thought or deed happen to line up with his regime.",20250604,,x,,,
,,,,,,,x,,,"he is happiest who never loved, wisest who loved and lost, and most to be pitied who having once found love, clings ever more tightly to it, even as it fades",20250603,,x,,,
x,,,,,,,,,,"let us be strong and beautiful
said the mudmen
let us make ourselves brick
and stack ourselves up
a tower
a neck
outstretched and fastened to the sun",20250602,,x,"let us be strong and beautiful
said the mudmen
let us make ourselves brick
and stack ourselves up
a tower
a neck
outstretched and fastened to the sun",freeverse,
,,,,,,,x,,,"it's not the end of the world, its the end of a world",20250602,,x,,,
,,,,,,x,,x,,prick fucked bad by the Lord of Time,20250528,,x,,,
,,,,x,,,,,,"why read non fiction when ai exists?
im not being coy. it's a legitimate question. what is the point of taking in longform texts except as an obsolete mental exercise?
there's the attention span argument, but on its own, it's weak. (1) there are more enjoyable ways to train focus and (2) again, not being coy, why do we need pre-tech attention spans in a post-tech world?

in response to (1), maybe you say ""i enjoy nonfiction"" in which case dont let me stop you. i happen to despise it on the whole.

a novel is worlds more fun, and a good film is even better.

anyways, it seems like the alarmism around the death of books stems less from actual concerns about the atrophy in public discourse or the decline of learnedness and more about losing elistist barriers and ego buffing that the well read benefitted from for a long time.

an LLM can spin up a cogent and concise summary of the most impenetrable tome in less time than it would take some B&N tote-flaunting dweeb to crack the spine on their latest flavour of the month NYT best seller.

if i can learn what i need to learn fast easy and free, and get to the heart of the thing, without slogging through the 100-odd pages of requisite filller that modern publishers inexplicably demand, why wouldnt i?",20250525,,x,,,
